ticket_id,created_at,user_report,risk_category,subcategory,severity,sla_target_hours,region,channel,language,model_confidence,escalation_team,human_review_required,final_action,ticket_summary,risk_rationale,recommended_next_step,sla_note,human_review_note
TKT-0345,2026-05-02 21:57:00,"There is a suspicious transaction linked to my payment method",Billing safety escalation,Suspicious refund request,Medium,24,Europe,Web form,German,0.77,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0346,2026-02-25 04:35:00,"I see a charge on my account that I did not authorise",Billing safety escalation,Payment fraud link,Medium,24,Asia Pacific,In-app report,English,0.74,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0347,2026-05-10 19:33:00,"Someone keeps contacting me after I asked them to stop",Harassment,Hate speech,High,4,Asia Pacific,API,Spanish,0.96,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0348,2026-06-17 20:35:00,"Someone keeps contacting me after I asked them to stop",Harassment,Threatening messages,High,4,Asia Pacific,In-app report,German,0.78,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0349,2026-04-18 06:11:00,"Someone keeps contacting me after I asked them to stop",Harassment,Threatening messages,Medium,24,Europe,API,Arabic,0.8,Trust & Safety Review,False,Monitor and log,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0350,2026-03-15 07:13:00,"A user posted something that suggests they are in crisis",Self-harm concern,Crisis language,High,4,Latin America,Web form,Portuguese,0.56,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0351,2026-02-07 02:18:00,"I am a parent and I noticed an adult was messaging my young child asking for photos",Child safety concern,Minor account concern,Low,72,Latin America,In-app report,German,0.6,Child Safety Specialists,True,Close with education,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Low severity — action required within 72 hours.","Human review mandatory. Do not auto-resolve."
TKT-0352,2026-04-10 19:25:00,"Someone is sharing manipulated images and presenting them as real",Misinformation,Misleading media,High,4,North America,Web form,Korean,0.85,Content Moderation,True,Escalate to specialist,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0353,2026-05-27 09:11:00,"I saw content in a group that seemed to target young users in an inappropriate way",Child safety concern,Minor account concern,Critical,1,Latin America,Email,English,0.97,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0354,2026-06-06 13:51:00,"Several accounts are posting the same content simultaneously which seems coordinated",Platform integrity,Bot activity,Medium,24,Middle East & Africa,Email,Japanese,0.95,Content Moderation,False,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0355,2026-06-19 12:18:00,"I am a parent and I noticed an adult was messaging my young child asking for photos",Child safety concern,Inappropriate content involving minor,Critical,1,Latin America,Web form,Spanish,0.94,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
